MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
54.75,Male,0,Yes,No,8,DSL,Yes,Month-to-month,Yes,No
81.45,Male,0,No,No,12,Fiber optic,No,Month-to-month,Yes,No
49.1,Female,0,No,No,15,DSL,No,Month-to-month,Yes,Yes
80.2,Male,0,Yes,No,43,DSL,No,One year,Yes,No
100.3,Male,0,No,No,42,Fiber optic,No,Month-to-month,Yes,No
65.25,Female,0,No,No,31,DSL,No,Month-to-month,No,Yes
90.95,Female,0,No,Yes,66,Fiber optic,No,Two year,Yes,No
85.45,Female,1,No,No,18,Fiber optic,Yes,Month-to-month,Yes,Yes
20,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
94.1,Male,0,Yes,No,61,Fiber optic,Yes,Two year,Yes,Yes
79.85,Male,0,No,No,10,Fiber optic,Yes,Month-to-month,No,No
71.65,Male,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
73.55,Female,1,No,No,18,Fiber optic,Yes,Month-to-month,Yes,No
104.65,Male,0,Yes,No,24,Fiber optic,Yes,Month-to-month,Yes,Yes
19.3,Female,0,Yes,Yes,3,No,No internet service,Month-to-month,No,No
20.15,Male,0,No,No,50,No,No internet service,One year,No,No
44.55,Male,0,Yes,Yes,1,DSL,No,Month-to-month,No,No
54.45,Male,0,No,No,2,DSL,No,Month-to-month,Yes,No
19.65,Male,0,No,No,17,No,No internet service,One year,Yes,No
105,Male,0,Yes,Yes,69,Fiber optic,Yes,Two year,Yes,No
88.7,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
74.25,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
75.15,Male,1,Yes,Yes,50,DSL,Yes,Two year,Yes,No
20.25,Female,0,No,No,53,No,No internet service,Two year,No,No
109.1,Female,0,Yes,No,58,Fiber optic,Yes,Two year,Yes,No
30.75,Male,0,No,No,46,DSL,No,One year,Yes,No
112.9,Male,1,Yes,No,72,Fiber optic,Yes,Month-to-month,Yes,No
74.2,Female,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
94.05,Female,0,Yes,Yes,6,Fiber optic,Yes,Month-to-month,Yes,No
78.85,Male,0,Yes,No,72,DSL,Yes,Two year,No,No
55.3,Male,0,No,No,4,DSL,No,Month-to-month,Yes,No
19.35,Female,0,Yes,Yes,52,No,No internet service,Two year,No,No
25.35,Male,0,Yes,Yes,0,No,No internet service,Two year,No,No
20.45,Female,0,No,No,2,No,No internet service,One year,No,No
19.35,Female,0,Yes,No,65,No,No internet service,Two year,No,No
101,Male,1,Yes,No,43,Fiber optic,Yes,Month-to-month,Yes,Yes
100.2,Male,0,Yes,No,4,Fiber optic,Yes,Month-to-month,Yes,Yes
89.05,Male,1,Yes,No,25,Fiber optic,No,One year,Yes,Yes
78.65,Female,0,Yes,No,51,DSL,Yes,One year,Yes,No
74.75,Male,0,No,No,12,DSL,No,Month-to-month,No,No
70.1,Female,0,Yes,Yes,57,DSL,No,One year,Yes,Yes
19.9,Female,0,Yes,Yes,24,No,No internet service,One year,No,No
58.35,Female,0,Yes,No,64,DSL,No,One year,No,No
105.65,Female,0,No,No,4,Fiber optic,Yes,One year,Yes,Yes
100.5,Female,0,No,No,26,Fiber optic,No,Month-to-month,Yes,No
20.05,Female,0,Yes,Yes,15,No,No internet service,Month-to-month,No,No
25.65,Male,1,Yes,No,64,No,No internet service,Two year,No,No
96.5,Male,1,Yes,No,36,Fiber optic,Yes,Month-to-month,Yes,Yes
95,Female,0,Yes,No,27,Fiber optic,No,Month-to-month,No,No
70.85,Male,1,Yes,No,1,Fiber optic,No,Month-to-month,No,Yes
85.95,Female,0,No,No,35,DSL,No,One year,Yes,Yes
73.9,Male,0,No,No,4,Fiber optic,No,Month-to-month,Yes,Yes
45.45,Female,0,Yes,Yes,8,DSL,No,Month-to-month,Yes,No
20,Male,0,No,No,10,No,No internet service,Month-to-month,Yes,No
49.2,Female,0,No,No,2,DSL,Yes,Month-to-month,No,No
109.45,Female,0,Yes,No,58,Fiber optic,Yes,Two year,Yes,Yes
83.25,Male,0,Yes,No,51,DSL,Yes,Two year,Yes,No
19.25,Female,0,Yes,Yes,46,No,No internet service,Two year,Yes,No
19.65,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,No
72.8,Male,0,No,No,46,Fiber optic,No,Month-to-month,No,No
109.65,Female,0,Yes,No,50,Fiber optic,Yes,Month-to-month,Yes,No
65,Male,0,Yes,Yes,53,DSL,Yes,Month-to-month,No,No
114.1,Male,0,Yes,No,61,Fiber optic,Yes,Month-to-month,Yes,No
20.65,Male,0,No,No,5,No,No internet service,Month-to-month,No,No
86.95,Male,0,No,No,47,DSL,Yes,One year,Yes,No
94.75,Female,0,No,No,54,Fiber optic,Yes,One year,Yes,No
25.35,Male,0,No,Yes,19,DSL,No,Month-to-month,Yes,No
105.45,Female,0,No,Yes,26,Fiber optic,Yes,Two year,Yes,No
25.4,Male,0,Yes,Yes,70,No,No internet service,Two year,No,No
102.55,Male,0,Yes,No,17,Fiber optic,Yes,Month-to-month,Yes,No
100.2,Female,0,No,No,30,Fiber optic,Yes,Month-to-month,Yes,Yes
24,Female,0,No,Yes,1,No,No internet service,Month-to-month,No,No
25.6,Female,0,Yes,Yes,19,No,No internet service,Two year,No,No
73.5,Female,0,Yes,No,26,DSL,Yes,Two year,Yes,No
74.05,Female,0,Yes,Yes,21,Fiber optic,Yes,Month-to-month,Yes,Yes
98.25,Male,0,Yes,No,50,Fiber optic,Yes,One year,Yes,No
54.4,Female,0,Yes,No,68,DSL,No,One year,Yes,No
101.55,Male,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
103.1,Male,0,Yes,Yes,9,Fiber optic,No,Month-to-month,No,No
34.2,Female,0,Yes,Yes,51,DSL,No,Two year,No,No
43.75,Female,0,No,No,9,DSL,No,Month-to-month,Yes,No
111.95,Male,1,Yes,Yes,41,Fiber optic,Yes,One year,Yes,Yes
100.65,Male,0,No,No,22,Fiber optic,Yes,Month-to-month,Yes,No
55.95,Female,0,Yes,Yes,21,DSL,No,One year,Yes,Yes
116.05,Male,0,Yes,Yes,71,Fiber optic,Yes,Two year,Yes,No
45.75,Male,0,No,No,1,DSL,No,Month-to-month,No,Yes
82,Male,0,Yes,Yes,26,DSL,No,One year,Yes,No
65.15,Male,0,Yes,No,71,DSL,Yes,Two year,No,No
44.8,Male,0,No,No,4,DSL,No,Month-to-month,Yes,No
79.8,Female,0,No,No,12,Fiber optic,No,Month-to-month,Yes,No
88.85,Female,0,Yes,No,18,Fiber optic,No,Month-to-month,Yes,No
74.95,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,No
106.85,Female,1,Yes,No,72,Fiber optic,Yes,One year,Yes,No
74.95,Male,0,No,No,11,Fiber optic,Yes,Month-to-month,No,Yes
80.15,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
19.3,Male,0,No,No,13,No,No internet service,One year,No,No
109.25,Female,0,Yes,No,72,Fiber optic,Yes,One year,Yes,Yes
56.1,Male,0,Yes,No,42,DSL,No,One year,No,No
19.7,Female,0,No,No,17,No,No internet service,Month-to-month,No,No
51.3,Female,1,No,No,7,DSL,Yes,Month-to-month,Yes,No
118.6,Female,0,Yes,No,68,Fiber optic,Yes,Two year,No,No
24.15,Male,0,Yes,Yes,56,No,No internet service,Two year,No,No
20.3,Female,0,Yes,Yes,38,No,No internet service,One year,No,No
115.5,Female,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
25.05,Female,0,No,No,48,No,No internet service,One year,No,No
109.1,Female,1,Yes,No,52,Fiber optic,Yes,Month-to-month,Yes,No
19.65,Female,0,Yes,Yes,35,No,No internet service,One year,No,No
111.3,Male,0,Yes,No,67,Fiber optic,Yes,Two year,Yes,No
29.9,Female,0,No,No,1,DSL,No,Month-to-month,No,No
80.6,Male,0,No,No,53,Fiber optic,Yes,Month-to-month,Yes,No
20.8,Male,0,Yes,Yes,34,No,No internet service,Month-to-month,No,No
35.2,Female,0,No,No,3,DSL,No,Month-to-month,No,Yes
78.8,Female,0,Yes,No,1,Fiber optic,No,Month-to-month,No,Yes
89.95,Male,0,No,No,19,Fiber optic,No,Month-to-month,No,No
116.05,Female,1,Yes,No,60,Fiber optic,Yes,Two year,Yes,No
19.55,Male,0,No,No,11,No,No internet service,Two year,No,No
106.4,Female,0,No,No,47,Fiber optic,Yes,Month-to-month,Yes,Yes
49.4,Male,0,No,No,18,DSL,No,Month-to-month,No,Yes
115.25,Female,0,Yes,Yes,60,Fiber optic,Yes,Two year,No,No
24.8,Male,0,Yes,No,72,No,No internet service,Two year,No,No
19.9,Male,0,No,No,39,No,No internet service,One year,No,No
81.25,Female,0,Yes,No,59,Fiber optic,No,One year,Yes,No
69.95,Male,0,Yes,Yes,2,Fiber optic,No,Month-to-month,No,No
69.1,Male,1,No,No,1,Fiber optic,No,Month-to-month,No,Yes
90.2,Male,0,Yes,Yes,20,Fiber optic,No,Month-to-month,Yes,Yes
93.55,Female,0,No,No,6,Fiber optic,No,Month-to-month,Yes,Yes
86.4,Male,0,No,No,71,Fiber optic,No,Two year,Yes,No
66.3,Female,0,Yes,No,24,DSL,Yes,Month-to-month,No,No
94.65,Male,1,Yes,No,67,Fiber optic,No,Month-to-month,Yes,No
80.85,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
82.05,Female,0,Yes,Yes,48,Fiber optic,No,One year,Yes,Yes
72.1,Female,0,Yes,No,37,DSL,Yes,One year,No,No
34.7,Male,0,No,No,11,DSL,Yes,Month-to-month,No,No
20.55,Male,0,Yes,No,3,No,No internet service,Month-to-month,Yes,Yes
95.95,Female,0,Yes,No,18,Fiber optic,No,Month-to-month,Yes,No
44.8,Male,0,Yes,Yes,50,DSL,No,One year,Yes,No
109.4,Female,0,Yes,Yes,67,Fiber optic,No,One year,Yes,No
71.05,Female,0,Yes,No,25,DSL,Yes,Month-to-month,Yes,No
78.55,Female,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
19.7,Male,0,No,No,9,No,No internet service,Month-to-month,No,No
40.25,Female,0,No,Yes,10,DSL,Yes,One year,No,No
19.85,Female,0,Yes,No,70,No,No internet service,Two year,No,No
68.25,Male,0,No,No,9,DSL,No,Month-to-month,Yes,No
20.15,Female,0,No,No,4,No,No internet service,Month-to-month,Yes,No
50.95,Female,0,No,No,2,DSL,No,Month-to-month,No,No
78.65,Female,0,No,Yes,1,Fiber optic,No,Month-to-month,No,Yes
25.15,Male,0,No,No,19,DSL,No,Month-to-month,Yes,No
20.25,Male,0,Yes,Yes,7,No,No internet service,Month-to-month,Yes,No
42.9,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
44,Male,1,No,No,1,DSL,No,Month-to-month,No,No
20.25,Female,0,Yes,Yes,9,No,No internet service,One year,No,No
34.25,Female,0,No,No,3,DSL,No,Month-to-month,No,Yes
58.5,Female,0,No,No,9,DSL,No,Month-to-month,No,Yes
55.8,Female,0,No,No,5,DSL,No,Month-to-month,No,No
88.9,Female,0,Yes,Yes,56,Fiber optic,No,One year,No,No
57.65,Female,0,No,Yes,18,DSL,No,Month-to-month,No,No
96.2,Male,1,No,No,49,Fiber optic,No,Month-to-month,Yes,Yes
79.15,Male,0,Yes,No,70,DSL,Yes,Two year,No,No
108.05,Female,0,No,No,72,Fiber optic,Yes,Two year,Yes,No
74.4,Female,1,No,No,6,Fiber optic,No,Month-to-month,No,Yes
94.8,Male,1,Yes,No,17,Fiber optic,No,Month-to-month,Yes,No
45.9,Male,0,Yes,No,29,DSL,No,Month-to-month,Yes,No
105.3,Female,0,Yes,No,6,Fiber optic,Yes,Month-to-month,Yes,Yes
102.6,Male,0,Yes,No,63,Fiber optic,No,Two year,No,No
73.85,Male,0,Yes,No,16,Fiber optic,No,Month-to-month,Yes,Yes
61.35,Male,0,No,No,59,DSL,No,One year,Yes,No
57.55,Female,0,No,No,3,DSL,No,Month-to-month,No,No
29.25,Female,0,No,No,8,DSL,Yes,Month-to-month,Yes,No
84.55,Female,1,Yes,No,7,Fiber optic,No,Month-to-month,Yes,Yes
19.6,Female,0,No,No,68,No,No internet service,Two year,No,No
111.75,Female,0,Yes,Yes,68,Fiber optic,No,Two year,No,No
106.5,Female,1,Yes,No,52,Fiber optic,Yes,One year,Yes,No
107.7,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
19.3,Female,0,Yes,No,32,No,No internet service,One year,No,No
20.05,Female,0,Yes,No,72,No,No internet service,Two year,No,No
69.95,Male,0,Yes,Yes,1,Fiber optic,No,Month-to-month,Yes,No
63.7,Male,0,Yes,Yes,42,DSL,No,One year,No,No
24.75,Female,0,No,No,25,No,No internet service,Two year,No,Yes
50.9,Male,0,No,No,45,DSL,No,Month-to-month,Yes,No
60.4,Female,0,Yes,Yes,43,DSL,No,One year,Yes,No
79.25,Male,0,Yes,No,37,DSL,No,One year,No,No
85.8,Female,1,No,No,20,Fiber optic,No,Month-to-month,Yes,Yes
24.45,Female,0,No,No,4,DSL,No,Month-to-month,Yes,Yes
110.1,Male,0,Yes,No,63,Fiber optic,Yes,Two year,Yes,No
90.7,Male,0,No,No,3,Fiber optic,No,Month-to-month,No,No
25.3,Male,0,Yes,Yes,66,No,No internet service,Two year,Yes,No
105.7,Male,0,No,No,28,Fiber optic,Yes,Month-to-month,Yes,Yes
85.2,Female,1,No,No,8,Fiber optic,No,Month-to-month,No,No
24.35,Male,0,No,Yes,71,No,No internet service,Two year,No,No
24.25,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
25.1,Female,0,Yes,Yes,72,No,No internet service,Two year,No,No
54.55,Male,1,Yes,No,16,DSL,Yes,Month-to-month,Yes,No
96.6,Male,0,Yes,No,66,Fiber optic,Yes,Two year,No,No
76.5,Female,0,No,No,11,Fiber optic,No,Month-to-month,Yes,Yes
81.15,Male,0,No,No,51,DSL,Yes,One year,Yes,No
38.5,Female,0,No,Yes,8,DSL,No,Month-to-month,Yes,No
92.9,Male,0,No,No,14,Fiber optic,No,Month-to-month,Yes,No
93.5,Female,0,No,No,4,Fiber optic,Yes,Month-to-month,Yes,Yes
84.7,Female,0,No,No,70,DSL,Yes,Two year,No,No
66,Female,0,No,Yes,70,DSL,Yes,Two year,No,No
101.5,Female,1,Yes,No,54,Fiber optic,Yes,One year,Yes,Yes
74.9,Male,0,No,Yes,28,Fiber optic,No,Month-to-month,Yes,Yes
20.75,Male,0,No,No,24,No,No internet service,Two year,No,No
61.45,Female,0,Yes,No,69,DSL,Yes,Two year,Yes,No
54.5,Male,0,Yes,Yes,42,DSL,Yes,Month-to-month,No,No
69.6,Female,1,No,No,2,Fiber optic,No,Month-to-month,Yes,Yes
99.75,Female,1,No,No,39,Fiber optic,No,Month-to-month,Yes,No
109.75,Male,0,Yes,Yes,45,Fiber optic,Yes,Two year,Yes,No
80.85,Male,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
20.3,Female,0,No,No,38,No,No internet service,Two year,No,No
67.8,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
24.05,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
19.8,Male,0,Yes,Yes,72,No,No internet service,Two year,Yes,No
25.7,Male,0,Yes,No,55,No,No internet service,Two year,No,No
56.15,Female,0,Yes,Yes,51,DSL,No,One year,Yes,No
86.7,Male,0,No,No,63,DSL,Yes,Two year,Yes,No
20.4,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
19.65,Female,0,Yes,Yes,23,No,No internet service,Two year,Yes,No
50.55,Female,0,No,No,1,DSL,Yes,Month-to-month,No,Yes
54.35,Female,0,No,No,2,DSL,No,Month-to-month,Yes,No
108.1,Female,1,No,No,52,Fiber optic,Yes,Month-to-month,No,No
54.45,Female,0,No,No,36,DSL,No,One year,No,No
45.35,Female,0,No,No,1,DSL,No,Month-to-month,No,No
59,Female,0,No,No,28,DSL,No,One year,No,No
69.45,Female,0,Yes,Yes,7,DSL,Yes,One year,No,No
100.55,Male,0,No,No,14,Fiber optic,Yes,Month-to-month,Yes,Yes
64.95,Male,1,Yes,No,72,DSL,Yes,Two year,Yes,No
20.5,Female,0,Yes,Yes,1,No,No internet service,Month-to-month,Yes,Yes
18.85,Female,0,No,No,10,No,No internet service,Month-to-month,No,No
19.8,Male,0,No,No,42,No,No internet service,One year,No,No
25.05,Female,0,No,No,7,DSL,No,Month-to-month,No,No
74.8,Male,0,No,No,4,Fiber optic,No,Month-to-month,Yes,Yes
114.3,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,Yes,No
24.45,Female,0,Yes,No,20,DSL,No,Month-to-month,Yes,Yes
109.2,Male,0,No,No,63,Fiber optic,Yes,Two year,No,No
45.05,Female,0,No,No,56,DSL,Yes,Two year,No,No
51,Female,0,No,Yes,5,DSL,No,Month-to-month,Yes,No
110.45,Female,0,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
84.65,Male,1,Yes,Yes,68,Fiber optic,Yes,Month-to-month,Yes,No
60.05,Male,0,Yes,Yes,67,DSL,Yes,One year,No,No
44.65,Male,0,Yes,Yes,8,DSL,No,Month-to-month,No,No
93.25,Male,0,Yes,Yes,52,Fiber optic,Yes,Month-to-month,Yes,No
20.25,Female,0,Yes,Yes,18,No,No internet service,Month-to-month,Yes,No
25.45,Female,0,Yes,Yes,59,No,No internet service,Two year,No,No
20.6,Female,0,No,No,60,No,No internet service,Two year,No,No
94.1,Male,0,No,No,7,Fiber optic,No,Month-to-month,Yes,No
34.8,Male,0,Yes,Yes,59,DSL,No,One year,No,No
60.75,Male,0,No,No,46,DSL,No,Two year,Yes,No
51.35,Male,0,No,No,5,DSL,Yes,Month-to-month,Yes,No
64.05,Male,1,Yes,No,59,DSL,No,Two year,Yes,No
84.8,Female,0,Yes,No,70,DSL,Yes,Two year,Yes,No
71,Female,0,No,No,14,Fiber optic,No,Month-to-month,Yes,Yes
50.15,Female,0,No,No,44,DSL,No,Month-to-month,Yes,No
94.6,Female,0,Yes,No,64,Fiber optic,No,Two year,Yes,No
59.75,Female,0,Yes,Yes,58,DSL,No,Two year,No,No
100.25,Female,1,Yes,No,46,Fiber optic,No,One year,No,No
98.9,Male,1,Yes,No,58,Fiber optic,Yes,Month-to-month,Yes,No
97.7,Female,0,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
40.3,Female,1,No,No,30,DSL,No,Month-to-month,Yes,Yes
60.25,Male,1,No,No,11,DSL,Yes,Month-to-month,No,No
56.25,Female,1,No,No,34,DSL,Yes,Month-to-month,Yes,No
46.2,Male,0,No,No,54,DSL,Yes,Two year,No,No
50.6,Female,0,No,No,3,DSL,Yes,Month-to-month,Yes,Yes
24.9,Female,0,Yes,Yes,72,No,No internet service,Two year,No,No
84.85,Female,0,Yes,Yes,40,Fiber optic,No,Month-to-month,Yes,Yes
65.7,Female,0,Yes,Yes,2,DSL,No,Month-to-month,No,Yes
63.35,Male,0,Yes,Yes,54,DSL,No,Two year,No,No
50.1,Female,0,No,No,14,DSL,No,Month-to-month,No,No
70.5,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
94.85,Female,0,No,No,10,Fiber optic,Yes,Month-to-month,Yes,Yes
50.15,Female,0,No,No,1,DSL,No,Month-to-month,No,No
19.75,Male,0,No,No,1,No,No internet service,Month-to-month,No,Yes
64.65,Male,0,No,No,56,DSL,Yes,One year,Yes,No
79.6,Female,0,Yes,No,68,DSL,Yes,Two year,Yes,No
19.5,Female,0,Yes,Yes,14,No,No internet service,One year,Yes,No
99.55,Male,0,Yes,Yes,68,Fiber optic,No,Two year,Yes,No
74,Male,1,Yes,No,55,Fiber optic,No,Month-to-month,Yes,No
38.9,Female,0,No,No,16,DSL,No,Month-to-month,Yes,No
79.55,Male,1,No,No,9,Fiber optic,No,Month-to-month,Yes,No
65.45,Male,0,Yes,Yes,14,DSL,Yes,Month-to-month,Yes,Yes
98.7,Male,1,Yes,No,58,Fiber optic,No,Month-to-month,Yes,Yes
46.3,Male,0,No,No,53,DSL,Yes,Month-to-month,Yes,No
99.35,Male,0,Yes,No,70,Fiber optic,Yes,Two year,Yes,No
95.8,Female,1,Yes,Yes,14,Fiber optic,No,Month-to-month,Yes,No
67.5,Male,0,Yes,Yes,22,DSL,No,One year,Yes,Yes
78.15,Female,0,Yes,No,10,Fiber optic,No,Month-to-month,Yes,No
26.1,Female,0,Yes,Yes,29,No,No internet service,Two year,No,No
69.6,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
84.35,Male,0,Yes,No,49,DSL,No,One year,No,Yes
100.2,Female,1,Yes,No,68,Fiber optic,Yes,Month-to-month,Yes,Yes
78.05,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
40.35,Female,0,No,No,30,DSL,No,One year,Yes,No
79.2,Female,0,Yes,No,72,DSL,Yes,Two year,No,No
20.9,Female,0,No,No,10,No,No internet service,Month-to-month,Yes,No
73.6,Male,0,No,No,7,Fiber optic,No,Month-to-month,No,Yes
74.75,Female,0,No,No,9,Fiber optic,No,Month-to-month,Yes,Yes
49.9,Female,0,No,Yes,1,DSL,No,Month-to-month,No,No
68.9,Female,0,No,No,20,DSL,Yes,Month-to-month,Yes,No
20.25,Female,0,No,No,1,No,No internet service,Month-to-month,Yes,No
76,Female,0,No,No,29,Fiber optic,No,Month-to-month,Yes,No
74,Male,0,No,No,1,Fiber optic,No,Month-to-month,No,No
82.3,Male,0,No,No,3,Fiber optic,No,Month-to-month,Yes,No
89.4,Female,0,No,No,20,Fiber optic,No,Month-to-month,Yes,No
99.15,Male,0,No,Yes,64,Fiber optic,Yes,Month-to-month,Yes,No
20.2,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
29.45,Female,0,No,No,6,DSL,No,Month-to-month,No,No
19.8,Male,0,Yes,No,50,No,No internet service,Two year,No,No
59.15,Male,0,No,No,6,DSL,No,Month-to-month,Yes,No
44.75,Male,0,Yes,Yes,7,DSL,No,Month-to-month,No,No
90.8,Male,0,Yes,Yes,72,Fiber optic,No,Two year,Yes,No
49.55,Male,0,Yes,No,8,DSL,Yes,Month-to-month,Yes,No
106.7,Female,0,Yes,Yes,67,Fiber optic,No,Two year,No,No
93.55,Female,1,Yes,No,24,Fiber optic,No,Month-to-month,Yes,Yes
94.45,Female,0,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
19.45,Male,0,Yes,Yes,33,No,No internet service,One year,Yes,No
25.05,Male,0,No,No,2,DSL,No,Month-to-month,Yes,Yes
67.95,Male,0,Yes,No,70,DSL,Yes,Two year,No,No
65.25,Female,0,No,No,22,DSL,Yes,One year,No,No
99.45,Female,0,No,No,59,Fiber optic,Yes,Month-to-month,Yes,No
20.35,Male,0,No,No,36,No,No internet service,One year,Yes,No
19.95,Female,0,Yes,Yes,51,No,No internet service,Two year,No,No
77.4,Male,0,Yes,No,53,DSL,No,One year,No,No
19.7,Female,0,Yes,Yes,20,No,No internet service,One year,No,No
99.7,Male,0,Yes,No,63,Fiber optic,No,Two year,No,No
74.8,Female,0,No,No,40,Fiber optic,Yes,Month-to-month,No,No
19.15,Male,0,No,No,35,No,No internet service,One year,Yes,No
78.95,Male,0,Yes,Yes,26,Fiber optic,No,One year,No,No
95.55,Male,1,Yes,No,27,Fiber optic,Yes,Month-to-month,Yes,Yes
62.85,Male,0,No,Yes,53,DSL,Yes,One year,No,No
71.55,Male,1,Yes,No,34,Fiber optic,No,Month-to-month,No,No
94.95,Female,1,Yes,No,19,Fiber optic,No,Month-to-month,Yes,No
86.1,Male,0,Yes,No,43,Fiber optic,Yes,Month-to-month,Yes,No
19.55,Male,0,Yes,Yes,6,No,No internet service,Month-to-month,No,No
24.8,Male,0,No,Yes,56,No,No internet service,Two year,Yes,No
39.3,Male,0,No,No,57,DSL,Yes,Month-to-month,Yes,Yes
84.05,Male,0,Yes,Yes,34,Fiber optic,No,Month-to-month,Yes,No
36.25,Female,0,No,No,10,DSL,Yes,Month-to-month,No,No
20.25,Female,0,No,No,1,No,No internet service,Month-to-month,Yes,Yes
23.9,Female,0,No,No,13,DSL,No,Month-to-month,Yes,Yes
98.6,Male,0,No,No,56,Fiber optic,Yes,Month-to-month,No,No
103.65,Female,0,Yes,No,55,Fiber optic,Yes,Month-to-month,Yes,No
92.9,Female,0,Yes,Yes,36,DSL,Yes,Two year,Yes,No
19.9,Male,0,Yes,No,47,No,No internet service,One year,No,No
20.1,Female,0,Yes,Yes,12,No,No internet service,Month-to-month,Yes,No
85.45,Female,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
80.5,Male,1,No,No,24,Fiber optic,Yes,Month-to-month,Yes,No
99.9,Female,0,No,No,63,Fiber optic,Yes,One year,No,Yes
39.85,Female,1,No,No,35,DSL,No,Month-to-month,Yes,No
60.5,Female,0,No,No,67,DSL,Yes,One year,No,No
84.8,Male,0,No,No,25,Fiber optic,No,Month-to-month,Yes,Yes
103.85,Male,0,No,No,21,Fiber optic,No,Month-to-month,No,No
67.8,Female,0,No,No,13,DSL,Yes,Month-to-month,No,No
75.2,Male,0,Yes,No,35,Fiber optic,No,Month-to-month,Yes,Yes
24.85,Male,1,Yes,No,71,No,No internet service,Two year,No,No
19.35,Female,0,No,No,29,No,No internet service,Month-to-month,No,No
49.35,Male,0,Yes,No,71,DSL,Yes,Two year,No,Yes
89,Male,1,Yes,No,7,Fiber optic,No,Month-to-month,Yes,No
55,Female,1,No,No,57,DSL,Yes,Month-to-month,Yes,No
76.15,Male,0,Yes,No,65,DSL,No,Two year,No,No
20.3,Male,0,No,No,27,No,No internet service,One year,No,No
74.9,Male,0,No,No,6,Fiber optic,No,Month-to-month,Yes,Yes
117.35,Female,1,No,No,72,Fiber optic,Yes,Two year,Yes,No
19.75,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,No
45.2,Male,0,No,No,11,DSL,No,Month-to-month,No,No
25.2,Male,0,Yes,Yes,39,No,No internet service,Two year,No,No
89.75,Female,1,No,No,59,Fiber optic,Yes,Month-to-month,Yes,No
75,Male,0,No,No,26,DSL,No,One year,No,No
49.95,Male,1,No,No,2,DSL,No,Month-to-month,No,No
65.7,Female,0,Yes,Yes,72,DSL,Yes,Two year,No,No
67.05,Male,0,Yes,No,65,DSL,Yes,One year,No,No
110.9,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,No,No
87.95,Male,0,No,No,6,Fiber optic,No,Month-to-month,Yes,No
19.8,Male,1,No,No,32,No,No internet service,One year,No,No
75.7,Female,0,Yes,No,50,DSL,No,One year,No,No
62.15,Male,0,Yes,No,61,DSL,No,Two year,Yes,No
101.25,Female,0,No,No,15,Fiber optic,Yes,Month-to-month,Yes,Yes
115.15,Male,0,Yes,No,72,Fiber optic,Yes,Two year,No,No
18.95,Male,0,No,No,9,No,No internet service,Month-to-month,Yes,Yes
19.5,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
86.55,Female,0,No,No,12,Fiber optic,No,Month-to-month,Yes,No
28.6,Female,0,No,No,37,DSL,No,Month-to-month,No,Yes
20.4,Male,0,Yes,Yes,61,No,No internet service,One year,No,No
19.8,Male,0,Yes,Yes,18,No,No internet service,One year,No,No
45.65,Male,0,No,Yes,21,DSL,No,Month-to-month,No,No
56.4,Male,0,Yes,Yes,68,DSL,Yes,Two year,Yes,No
73.3,Male,1,No,No,12,Fiber optic,No,Month-to-month,Yes,No
24.35,Female,1,No,No,2,DSL,No,Month-to-month,No,Yes
101.35,Female,0,Yes,No,62,Fiber optic,No,Month-to-month,Yes,No
98.65,Female,1,No,No,29,Fiber optic,No,Month-to-month,No,Yes
33.6,Male,0,No,Yes,1,DSL,Yes,Month-to-month,No,No
